ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
-	ɛ̃kaʁne	inkarnare	enkaɾnaɾ	eɪŋkɐɾənaɹ	ɪŋkarnaːrɛ
-	-	inkauto	inkaʊto	iŋkaʊtʊ	ɪŋkaʊtʊm
-	-	intʃedere	-	-	ɪŋkeːdɛrɛ
-	ɛ̃sɑ̃djɛʁ	intʃendjario	inθendjaɾjo	iŋseɪŋdiaɾjʊ	ɪŋkɛndɪaːrɪʊm
intʃendiw	ɛ̃sɑ̃di	intʃendio	inθɛndjo	iŋseɪŋdjʊ	ɪŋkɛndɪʊm
ɨntʃinde	-	intʃɛndere	enθendeɾ	-	ɪŋkɛndɛrɛ
ɨntʃins	ɑ̃sɑ̃	intʃɛnso	inθjɛnso	iŋseɪŋsʊ	ɪŋkeːnsʊm
-	-	-	-	iŋseɪŋtivʊ	ɪŋkɛntiːwʊm
-	ɛ̃sɛpsjɔ̃	-	-	-	ɪŋkɛptɪoːnɛm
-	ɛ̃sɛptif	-	-	-	ɪŋkɛptiːwʊm
-	-	intʃettare	enθetaɾ	eɪŋsɨtaɹ	ɪŋkɛptaːrɛ
-	-	intʃidere	inθiðiɾ	iŋsidiɹ	ɪŋkɪdɛrɛ
-	ɛ̃sineʁe	-	-	-	ɪŋkɪnɛraːrɛ
-	ɛ̃sitasjɔ̃	intʃitatsione	inθitaθjon	iŋsitɐsɐ̃ʊ̃	ɪŋkɪtaːtɪoːnɛm
-	-	inklito	inklito	iŋklitʊ	ɪŋklɪtʊm
-	ɑ̃klɔʁ	-	inkluiɾ	iŋkluiɹ	ɪŋkluːdɛrɛ
-	-	-	inkola	iŋkulɐ	ɪŋkɔlam
-	-	-	inkolume	iŋkɔlumɨ	ɪŋkɔlʊmɛm
-	ɛ̃kɔmode	-	inkomoðaɾ	iŋkumudaɹ	ɪŋkɔmmɔdaːrɛ
inkompetent	ɛ̃kɔ̃petɑ̃	inkompetɛnte	inkompetɛnte	iŋkumpɨteɪŋtɨ	ɪŋkɔmpɛtɛntɛm
-	-	inkonkusso	inkonkuso	-	ɪŋkɔŋkʊssʊm
-	-	inkonseɡwɛnte	-	-	ɪŋkoːnsɛkwɛntɛm
-	ɛ̃kɔ̃stɑ̃	inkostante	inkonstante	iŋkuŋstɐ̃ŋtɨ	ɪŋkoːnstantɛm
inkonvenjent	-	inkonveniɛnte	inkombenjɛnte	iŋkuŋvenieɪŋtɨ	ɪŋkɔnwɛnɪɛntɛm
-	-	-	-	iŋkɹɐsaɹ	ɪŋkrassaːrɛ
inkredibil	ɛ̃kʁedibl	inkredibile	inkɾeiβle	iŋkɹivɛl	ɪŋkreːdɪbɪlɛm
inkrement	-	inkremento	inkɾemɛnt	-	ɪŋkreːmɛntʊm
-	-	-	inkɾepaɾ	-	ɪŋkrɛpaːrɛ
-	-	-	inkuβaɾ	-	ɪŋkʊbaːrɛ
-	ɛ̃kyb	inkubo	inkuβo	iŋkubʊ	ɪŋkʊbʊm
-	ɛ̃kylke	inkulkare	inkulkaɾ	iŋkuwkaɹ	ɪŋkʊlkaːrɛ
-	ɛ̃kɔ̃be	inkombere	inkumbiɾ	-	ɪŋkʊmbɛrɛ
-	-	inkuriozo	-	-	ɪŋkuːrɪoːsʊm
ɨnkuɾa	ɑ̃kuʁiʁ	inkɔrrere	inkuriɾ	iŋkuʁeɹ	ɪŋkʊrrɛrɛ
-	-	inkurvare	enkoɾβaɾ	eɪŋkuɾəvaɹ	ɪŋkʊrwaːrɛ
-	ɑ̃klym	inkudine	ʝunke	iŋkudɨ	ɪŋkuːdɛm
-	-	indaɡare	indaɣaɾ	-	ɪndaːɡaːrɛ
-	-	indefinito	indefiniðo	iŋdɨfinidʊ	ɪndeːfiːniːtʊm
-	ɛ̃dɛmn	-	-	iŋdeɪmnɨ	ɪndɛmnɛm
-	-	-	-	iŋdikɐdoɹ	ɪndɪkaːtoːrɛm
-	ɛ̃dis	iŋdiːtsjo	indiθjo	iŋdisjʊ	ɪndɪkɪʊm
-	-	-	endetʃa	-	ɪndɪktʊm
-	ɛ̃diʒɑ̃s	indidʒɛntsa	-	-	ɪndɪɡɛntɪam
-	-	indidʒere	-	-	ɪndɪɡeːrɛ
-	ɛ̃diɲasjɔ̃	indiɲatsione	indiɡnaθjon	iŋdiɡnɐsɐ̃ʊ̃	ɪndɪŋnaːtɪoːnɛm
indiɡnitate	ɛ̃diɲite	indeɲita	indiɡniðad	iŋdiɡnidadɨ	ɪndɪŋnɪtaːtɛm
indiɡna	ɛ̃diɲe	indiɲare	indiɡnaɾ	iŋdiɡnaɹ	ɪndɪŋnaːriː
-	ɛ̃diɲ	indeɲɲo	indiɡno	iŋdiɡnʊ	ɪndiːŋnʊm
-	ɛ̃diskʁesjɔ̃	indiskretsione	indiskɾeθjon	iŋdiʃkɹisɐ̃ʊ̃	ɪndɪskreːtɪoːnɛm
-	-	indole	indole	iŋdulɨ	ɪndɔlɛm
-	-	induldʒere	-	-	ɪndʊlɡeːrɛ
-	ɑ̃dyʁsiʁ	-	enduɾeθeɾ	eɪŋduɾɨseɹ	ɪnduːreːskɛrɛ
ɨnduɾa	ɑ̃dyʁe	indurare	enduɾaɾ	eɪŋduɾaɹ	ɪnduːraːrɛ
-	-	-	-	iŋduzjʊ	ɪnduːsɪʊm
-	inəbʁie	inebriare	ineβɾiaɾ	-	ɪneːbrɪaːrɛ
-	-	-	ineksoɾaβle	-	ɪnɛksoːraːbɪlɛm
-	-	-	imfando	iŋfɐ̃ŋdʊ	iːnfandʊm
-	ɑ̃fɑ̃s	infantsia	imfanθja	iŋfɐ̃ŋsjɐ	iːnfantɪam
-	ɛ̃fɛksjɔ̃	infetsione	imfekθjon	iŋfɛsɐ̃ʊ̃	ɪnfɛktɪoːnɛm
-	ɛ̃fɛkt	-	-	-	iːnfɛktʊm
-	-	infelitʃe	imfeliθ	iŋfɨliʃ	iːnfeːliːkɛm
-	-	-	-	iŋfɛɾjɐʃ	iːnfɛrɪam
-	-	inferibile	-	-	iːnfɛrɪbɪlɛm
-	-	inferiore	-	-	iːnfɛrɪoːrɛm
-	ɛ̃feʁe	inferire	imfeɾiɾ	iŋfɨɾiɹ	iːnfɛrrɛ
-	ɛ̃feʁjœʁ	infero	-	iŋfɨɾioɹ	iːnfɛrʊm
-	ɛ̃fɛste	infestare	imfestaɾ	-	iːnfɛstaːrɛ
-	-	-	enjesto	-	iːnfɛstʊm
-	ɛ̃fɛkte	-	imfektaɾ	-	iːnfɪkɛrɛ
ɨnfidʒe	-	infidʒʒere	-	-	iːnfiːɡɛrɛ
infim	ɛ̃fim	infimo	imfimo	iŋfimʊ	iːnfɪmʊm
-	-	infermita	emfeɾmeðad	eɪŋfɨɾəmidadɨ	iːnfɪrmɪtaːtɛm
-	ɛ̃fiʁme	infirmare	-	-	iːnfɪrmaːrɛ
-	ɛ̃fiʁm	infermo	emfeɾmo	eɪŋfeɾəmʊ	iːnfɪrmʊm
-	ɛ̃flamasjɔ̃	infjammatsione	imflamaθjon	iŋflɐmɐsɐ̃ʊ̃	iːnflammaːtɪoːnɛm
inflatsje	ɛ̃flasjɔ̃	inflatsione	intʃaθon	iŋʃɐsɐ̃ʊ̃	iːnflaːtɪoːnɛm
-	ɛ̃flɛksjɔ̃	inflessione	imfleksjon	iŋflɨksɐ̃ʊ̃	iːnflɛktɪoːnɛm
-	-	inflettere	-	-	iːnflɛktɛrɛ
-	ɛ̃fliksjɔ̃	inflitsione	imflikθjon	iŋflisɐ̃ʊ̃	ɪnflɪktɪoːnɛm
-	ɛ̃fliʒe	-	imflixiɾ	-	iːnfliːɡɛrɛ
-	ɛ̃flye	influire	imfluiɾ	iŋfluiɹ	iːnflʊɛrɛ
-	ɛ̃fɔʁm	informe	imfoɾme	-	iːnfoːrmɛm
-	ɛ̃fɔʁtyn	-	imfoɾtunjo	-	iːnfɔrtuːnɪʊm
ɨnfrɨna	-	infrenare	emfɾenaɾ	eɪŋfɹiaɹ	iːnfreːnaːrɛ
ɨnfrɨŋdʒe	ɑ̃fʁɛ̃dʁ	infrandʒere	imfɾiŋxiɾ	iŋfɹiŋʒiɹ	iːnfrɪŋɡɛrɛ
-	ɛ̃fɔ̃dʁ	infondere	imfundiɾ	iŋfũŋdiɹ	iːnfʊndɛrɛ
-	-	-	emfoskaɾ	-	iːnfʊskaːrɛ
ɨŋdʒeməna	-	-	-	-	ɪŋɡɛmɪnaːrɛ
-	ɑ̃ʒɑ̃dʁe	indʒenerare	eŋxendɾaɾ	eɪŋʒeɪŋdɹaɹ	ɪŋɡɛnɛraːrɛ
-	ɛ̃ʒenjø	-	iŋxenjoso	-	ɪŋɡɛnɪoːsʊm
-	ɑ̃ʒɛ̃	indʒeɲɲo	eŋxeɲo	eɪŋʒeɲʊ	ɪŋɡɛnɪʊm
-	ɛ̃ʒeʁe	indʒerire	iŋxeɾiɾ	-	ɪŋɡɛrɛrɛ
-	-	-	iŋɡluβje	-	ɪŋɡlʊwɪɛm
-	ɛ̃ɡʁa	iŋɡrato	iŋɡɾato	iŋɡɹatʊ	ɪŋɡraːtʊm
iŋɡwinə	ɛn	inɡwine	iŋɡle	iŋɡwɐ	ɪŋɡwɛn
-	-	-	-	inɨɾiɹ	ɪnhaɪreːrɛ
-	inale	inalare	inalaɾ	inɐlaɹ	ɪnhaːlaːrɛ
-	inymanite	inumanita	inumaniðad	inumɐnidadɨ	ɪnhuːmaːnɪtaːtɛm
inʒektsie	ɛ̃ʒɛksjɔ̃	injetsione	iɲekθjon	iŋʒɨsɐ̃ʊ̃	ɪnɪɛktɪoːnɛm
-	-	inimitʃitsia	-	-	ɪnɪmiːkɪtɪam
-	-	inimikare	-	-	ɪnɪmiːkaːrɛ
-	inik	inikwo	inikwo	-	ɪniːkwʊm
-	-	initsjale	iniθjal	inisiɑl	ɪnɪtɪaːlɛm
-	-	initsio	iniθjo	inisjʊ	ɪnɪtɪʊm
-	-	indʒudikato	-	-	ɪnɪuːdɪkaːtʊm
-	ɛ̃ʒɔ̃ksjɔ̃	indʒuntsione	-	-	ɪnɪʊŋktɪoːnɛm
inʒuɾje	ɛ̃ʒyʁ	indʒuria	iŋxuɾja	iŋʒuɾjɐ	ɪnɪuːrɪam
-	-	indʒuriatore	-	-	ɪnɪuːrɪaːtoːrɛm
-	ɛ̃ʒyʁjø	indʒuriozo	iŋxuɾjoso	iŋʒuɾiozʊ	ɪnɪuːrɪoːsʊm
-	ɛ̃ʒyst	indʒusto	iŋxusto	iŋʒuʃtʊ	ɪnɪuːstʊm
-	-	innɔkuo	inokwo	inɔkuʊ	ɪnnɔkʊʊm
inovatsje	-	innovatsione	innoβaθjon	inuvɐsɐ̃ʊ̃	ɪnnɔwaːtɪoːnɛm
-	-	-	innwiɾ	-	ɪnnʊɛrɛ
-	inɔfisjø	-	-	-	ɪnɔffɪkɪoːsʊm
-	inopine	-	-	-	ɪnɔpiːnaːtʊm
-	ɛ̃kjete	inkwjetare	inkjetaɾ	-	ɪŋkwɪeːtaːrɛ
-	ɛ̃kjetyd	inkwjetudine	inkjetud	iŋkiɨtudɨ	ɪŋkwɪeːtuːdɪnɛm
-	ɛ̃kjɛ	-	-	-	ɪŋkwɪeːtʊm
-	-	inkwilinato	-	-	ɪŋkwɪliːnaːtʊm
-	ɛ̃kilɛ̃	inkwilino	inkilino	iŋkilinʊ	ɪŋkwɪliːnʊm
-	-	inkwinare	inkinaɾ	iŋkinaɹ	ɪŋkwɪnaːrɛ
-	ɑ̃keʁiʁ	inkjedere	inkiɾiɾ	iŋkiɾiɹ	ɪŋkwiːrɛrɛ
-	-	insanabile	-	-	iːnsaːnaːbɪlɛm
-	-	-	-	sɐ̃ɲɐ	iːnsaːnɪam
-	ɛ̃san	insano	insano	iŋsɐ̃nʊ	iːnsaːnʊm
-	-	-	-	iŋsieɪŋtɨ	iːnskɪɛntɛm
-	-	-	-	iŋsjeɪŋsjɐ	iːnskɪɛntɪam
-	-	-	-	iŋsisjɐ	iːnskiːtɪam
-	-	-	-	iŋsiʊ	iːnskɪʊm
ɨnskrie	ɛ̃skʁiʁ	iskrivere	inskɾiβiɾ	iŋskɹɨveɹ	iːnskriːbɛrɛ
-	ɑ̃syivʁ	inseɡwire	-	-	iːnsɛkwiː
-	ɛ̃seʁe	inserire	-	iŋsɨɾiɹ	iːnsɛrɛrɛ
-	ɛ̃sɛʁsjɔ̃	insertsione	inseɾθjon	iŋsɨɾəsɐ̃ʊ̃	iːnsɛrtɪoːnɛm
-	-	insidjare	-	-	iːnsɪdɪaːriː
-	ɛ̃siɲ	inseɲɲa	insiɡnja	iŋsiɡnjɐ	iːnsɪŋnɛ
-	ɛ̃siɲ	insiɲɲe	insiɡne	iŋsiɡnɨ	iːnsɪŋnɛm
ɨnsemna	ɑ̃sɛɲe	inseɲare	enseɲaɾ	eɪŋsinaɹ	iːnsɪŋnaːrɛ
-	ɛ̃sinye	insinuare	insinwaɾ	-	iːnsɪnʊaːrɛ
-	ɛ̃solasjɔ̃	-	-	-	iːnsoːlaːtɪoːnɛm
-	ɛ̃solit	insɔlito	insolito	iŋsɔlitʊ	iːnsɔlɪtʊm
-	-	insɔnne	insomne	-	iːnsɔmnɛm
-	-	-	insonte	iŋsoŋtɨ	iːnsɔntɛm
-	ɛ̃spɛkte	-	inspekθjonaɾ	-	iːnspɛktaːrɛ
-	ɛ̃staʁ	-	-	-	iːnstar
-	ɛ̃stoʁe	instaurare	instaʊɾaɾ	iŋstaʊɾaɹ	iːnstaʊraːrɛ
-	ɛ̃stitye	istituire	institwiɾ	iŋstituiɹ	iːnstɪtʊɛrɛ
-	ɛ̃stʁyksjɔ̃	-	-	iŋstɹusɐ̃ʊ̃	iːnstrʊktɪoːnɛm
-	ɛ̃stʁymɑ̃tal	-	instɾumental	-	iːnstruːmɛntaːlɛm
-	ɛ̃stʁyiʁ	istruire	instɾuiɾ	-	iːnstrʊɛrɛ
-	ɛ̃syfle	-	-	-	iːnsʊfflaːrɛ
insular	ɛ̃sylɛʁ	insulare	insulaɾ	iŋsulaɹ	iːnsʊlaːrɛm
izolat	izole	izolato	aɪslaðo	izuladʊ	iːnsʊlaːtʊm
-	-	insulso	insulso	iŋsuwsʊ	iːnsʊlsʊm
-	-	insulto	insulto	iŋsuwtʊ	iːnsʊltʊm
-	-	-	insumiɾ	-	iːnsuːmɛrɛ
-	ɛ̃syʁʒe	-	-	-	iːnsʊrɡɛrɛ
inteɡru	ɑ̃tje	intɛro	inteɣɾo	iŋtɨɡɹʊ	ɪntɛɡrʊm
-	ɛ̃teɡʁe	inteɡrare	inteɣɾaɾ	-	ɪntɛɡraːrɛ
ɨntseleptʃune	-	intelletsione	intelekθjon	iŋtɨlɛsɐ̃ʊ̃	ɪntɛllɛktɪoːnɛm
ɨntselept	ɛ̃tɛlɛkt	intelletto	intelekto	iŋtɨlɛtʊ	ɪntɛlleːktʊm
ɨntseledʒe	-	-	intelixiɾ	iŋtɨliʒiɹ	ɪntɛllɛɡɛrɛ
-	ɛ̃tɑ̃pɛstivite	-	-	iŋteɪmpeʃtividadɨ	ɪntɛmpɛstiːwɪtaːtɛm
-	ɛ̃tɑ̃pɛstif	-	intempestiβo	-	ɪntɛmpɛstiːwʊm
intentsje	ɛ̃tɑ̃sjɔ̃	intentsione	intenθjon	iŋteɪŋsɐ̃ʊ̃	ɪntɛntɪoːnɛm
-	-	-	intentaɾ	-	ɪntɛntaːrɛ
-	ɑ̃tɑ̃t	intɛnto	intɛnto	iŋteɪŋtʊ	ɪntɛntʊm
-	ɛ̃tɛʁsede	intertʃedere	inteɾθeðeɾ	iŋtɨɾəsɨdeɹ	ɪntɛrkeːdɛrɛ
-	-	intertʃidere	-	-	ɪntɛrkɪdɛrɛ
-	-	interkludere	-	-	ɪntɛrkluːdɛrɛ
interzitʃe	ɛ̃tɛʁdiʁ	interdire	inteɾðeθiɾ	iŋtɨɾədizeɹ	ɪntɛrdiːkɛrɛ
-	-	interiettivo	-	-	ɪntɛrɪɛktiːwʊm
-	ɛ̃tɛʁʒɛksjɔ̃	-	inteɾxekθjon	-	ɪntɛrjɛktɪoːnɛm
-	ɛ̃tɛʁloke	-	-	-	ɪntɛrlɔkwiː
-	-	interlunio	-	-	ɪntɛrluːnɪʊm
-	-	-	inteɾmeðjo	-	ɪntɛrmɛdɪʊm
-	-	intermettere	entɾemeteɾse	-	ɪntɛrmɪttɛrɛ
-	ɑ̃tʁəpoze	interpɔrre	entɾeponeɾ	eɪŋtɹɨpoɹ	ɪntɛrpoːnɛrɛ
-	ɛ̃tɛʁpʁetabl	interpretabile	-	-	ɪntɛrprɛtaːbɪlɛm
-	-	interpretare	-	-	ɪntɛrprɛtaːriː
-	ɑ̃tʁəpwɛ̃dʁ	interpundʒere	-	-	ɪntɛrpʊŋɡɛrɛ
ɨntreɾupe	ɛ̃tɛʁɔ̃pʁ	interrompere	interumpiɾ	iŋtɨʁumpeɹ	ɪntɛrrʊmpɛrɛ
-	ɛ̃tɛʁypsjɔ̃	interrutsione	interupθjon	iŋtɨʁupsɐ̃ʊ̃	ɪntɛrrʊptɪoːnɛm
-	ɛ̃tɛʁvɑ̃sjɔ̃	-	inteɾβenθjon	iŋtɨɾəveɪŋsɐ̃ʊ̃	ɪntɛrwɛntɪoːnɛm
-	ɛ̃tɛʁvɛʁtiʁ	-	inteɾβeɾtiɾ	-	ɪntɛrwɛrtɛrɛ
-	-	-	intestinal	-	ɪntɛstiːnaːlɛm
-	ɛ̃timasjɔ̃	intimatsione	intimaθjon	iŋtimɐsɐ̃ʊ̃	ɪntɪmaːtɪoːnɛm
ɨntɔartʃe	-	-	-	-	ɪntɔrkweːrɛ
-	ɛ̃tʁɛ̃sɛk	-	-	iŋtɹiŋsɨkʊ	ɪntriːnsɛkʊm
introduktsie	ɛ̃tʁodyksjɔ̃	introdutsione	intɾoðukθjon	iŋtɹudusɐ̃ʊ̃	ɪntroːdʊktɪoːnɛm
-	ɛ̃tʁɔi	intrɔito	intɾoɪto	eɪŋtɹudʊ	ɪntrɔɪtʊm
-	-	-	entɾemeteɾse	iŋtɹumɨteɹ	ɪntroːmɪttɛrɛ
-	ɑ̃tʁəʁɔ̃pʁ	-	-	-	ɪntroːrʊmpɛrɛ
-	ɛ̃tʁɔspɛksjɔ̃	-	-	-	ɪntroːspɪkɛrɛ
-	ɛ̃tyite	-	intwiɾ	-	ɪntʊeːriː
-	-	-	-	iŋtuɪtʊ	ɪntʊɪtʊm
-	-	inulto	inulto	-	ɪnʊltʊm
inundatsje	-	-	inundaθjon	inũŋdɐsɐ̃ʊ̃	ɪnʊndaːtɪoːnɛm
-	inɔ̃de	inondare	inundaɾ	inũŋdaɹ	ɪnʊndaːrɛ
-	-	inuzitato	-	inuzitadʊ	ɪnuːsɪtaːtʊm
-	ɛ̃valid	-	-	-	ɪnwalɪdʊm
inventor	ɛ̃vɑ̃tœʁ	inventore	imbentoɾ	iŋveɪŋtoɹ	ɪnwɛntoːrɛm
-	ɛ̃vɑ̃tʁis	inventritʃe	-	-	ɪnwɛntriːkɛm
-	ɛ̃vɛʁtiʁ	invertire	imbeɾtiɾ	iŋvɨɾəteɹ	ɪnwɛrtɛrɛ
-	-	investiɡatsione	imbestiɣaθjon	iŋvɨʃtiɡɐsɐ̃ʊ̃	ɪnwɛstiːɡaːtɪoːnɛm
-	ɛ̃vɛstiɡe	-	imbestiɣaɾ	-	ɪnwɛstiːɡaːrɛ
ɨnveʃtʲ	ɛ̃vɛstiʁ	investire	imbestiɾ	iŋvɨʃtiɹ	ɪnwɛstiːrɛ
-	ɛ̃vetʁe	-	imbeteɾaɾ	-	ɪnwɛtɛraːrɛ
-	-	invitto	imbikto	iŋvitʊ	ɪnwɪktʊm
invidje	ɑ̃vi	invidia	embiðja	iŋvidjɐ	ɪnwɪdɪam
invidjos	ɑ̃vjø	invidiozo	embiðjoso	iŋvɨʒozʊ	ɪnwɪdɪoːsʊm
-	-	-	-	iŋvidʊ	ɪnwɪdʊm
ɨnveɡea	-	invidʒilare	imbixilaɾ	-	ɪnwɪɡɪlaːrɛ
invitatsje	-	invitatsione	imbitaθjon	iŋvitɐsɐ̃ʊ̃	ɪnwɪtaːtɪoːnɛm
invita	-	invitare	imbitaɾ	iŋvitaɹ	ɪnwiːtaːrɛ
ɨnvɔalbe	-	involdʒere	embolβeɾ	eɪŋvulveɹ	ɪnwɔlwɛrɛ
-	-	dʒokozo	-	-	jɔkoːsʊm
-	-	-	-	ʒuɡɹɑl	jɔkʊlaːrɛm
ɨns	-	esso	eso	isʊ	ɪpsʊm
-	iʁ	ira	iɾa	iɾɐ	iːram
-	-	irakondia	iɾakundja	-	iːraːkʊndɪam
-	-	irakondo	iɾakundo	-	iːraːkʊndʊm
-	iʁasibl	iraʃibile	iɾasθiβle	-	iːraːskɪbɪlɛm
-	-	irato	-	iɾadʊ	iːraːtʊm
iɾeɡular	iʁeɡylje	irreɡolare	ireɣulaɾ	iʁɨɡulaɹ	ɪrreːɡʊlaːrɛm
-	-	irrekwjeto	-	-	ɪrrɛkwɪeːtʊm
-	iʁiɡe	irriɡare	iriɣaɾ	-	ɪrrɪɡaːrɛ
iɾita	-	-	iritaɾ	iʁitaɹ	ɪrriːtaːrɛ
-	-	irroɡare	iroɣaɾ	-	ɪrrɔɡaːrɛ
-	iʁɔ̃pʁ	irrompere	irumpiɾ	iʁumpeɹ	ɪrrʊmpɛrɛ
əst	-	ɛsto	esto	iʃtʊ	ɪstʊm
italjan	italjɛ̃	italiano	italjano	itɐliɐ̃nʊ	iːtalɪaːnʊm
-	-	iter	-	-	ɪtɛr
-	iteʁasjɔ̃	iteratsione	iteɾaθjon	itɨɾɐsɐ̃ʊ̃	ɪtɛraːtɪoːnɛm
iteɾa	iteʁe	iterare	iteɾaɾ	itɨɾaɹ	ɪtɛraːrɛ
-	itineʁɛʁ	itinerario	itineɾaɾjo	itinɨɾaɾjʊ	ɪtɪnɛraːrɪʊm
-	-	dʒuba	-	ʒubɐ	jʊbam
-	-	dʒubbato	-	-	jʊbaːtʊm
-	ʒybilasjɔ̃	-	-	-	juːbɪlaːtɪoːnɛm
-	ʒybile	dʒubilare	xuβilaɾ	ʒubilaɹ	juːbɪlaːrɛ
-	-	dʒokondita	xokundiðad	ʒukũŋdidadɨ	juːkʊndɪtaːtɛm
-	-	dʒokondo	xokundo	ʒukũŋdʊ	juːkʊndʊm
-	ʒyif	dʒudɛo	xuðio	ʒudeʊ	juːdaɪʊm
-	-	dʒudikabile	-	-	juːdɪkaːbɪlɛm
-	-	dʒudikativo	-	-	juːdɪkaːtiːwʊm
ʒudekətor	-	dʒudikatore	xuθɣaðoɾ	ʒuwɡɐdoɹ	juːdɪkaːtoːrɛm
-	-	dʒudikatɔrio	-	-	juːdɪkaːtoːrɪʊm
-	-	dʒudikatritʃe	-	-	juːdɪkaːtriːkɛm
-	-	dʒudikato	-	-	juːdɪkaːtʊm
-	ʒydisjɛl	dʒuditsjale	xuðiθjal	ʒudisiɑl	juːdɪkɪaːlɛm
ʒuditʃjar	ʒydisjɛʁ	dʒuditsjario	xuðiθjaɾjo	ʒudisiaɾjʊ	juːdɪkɪaːrɪʊm
ʒudets	-	dʒuditsio	xwiθjo	ʒuizʊ	juːdɪkɪʊm
-	ʒyɡal	-	-	ʒuɡɑl	jʊɡaːlɛm
juɡər	ʒyʒɛʁ	judʒero	-	-	juːɡɛrʊm
ʒuŋɡja	ʒyɡyle	dʒuɡulare	ʝuɣulaɾ	-	jʊɡʊlaːrɛ
-	-	dʒuɡolo	-	-	jʊɡʊlʊm
-	-	dʒuliano	-	-	juːlɪaːnʊm
-	ʒymɑ̃	dʒumento	xumɛnto	ʒumeɪŋtʊ	juːmɛntʊm
-	ʒwɛ̃tyʁ	dʒuntura	xuntuɾa	ʒũŋtuɾɐ	juːŋktuːram
-	ʒwɛ̃dʁ	dʒundʒere	xuŋxeɾ	ʒũŋʒiɹ	jʊŋɡɛrɛ
ʒunjor	ʒynjɔʁ	dʒuniore	xunjoɾ	ʒuniuɹ	juːnɪoːrɛm
jenupər	ʒənjɛvʁ	dʒinepro	xunipeɾo	ʒunipɨɾʊ	juːnɪpɛrʊm
ʒuɾəmɨnt	-	dʒuramento	xuɾamɛnto	ʒuɾɐmeɪŋtʊ	juːraːmɛntʊm
-	-	dʒurativo	-	-	juːraːtiːwʊm
ʒuɾətor	ʒyʁœʁ	dʒuratore	xuɾaðoɾ	ʒuɾɐdoɹ	juːraːtoːrɛm
-	-	dʒuratɔrio	-	-	juːraːtoːrɪʊm
-	-	dʒurekonsulto	-	-	juːrɛkoːnsʊltʊm
-	-	dʒuridiko	-	-	juːrɪdɪkʊm
-	-	dʒurisprudɛnte	-	-	juːrɪspruːdɛntɛm
-	ʒyʁispʁydɑ̃s	dʒurisprudɛntsa	-	-	juːrɪspruːdɛntɪam
-	-	dʒure	xuɾo	ʒuɾʊ	ɪuːs
ʒustifikatsje	ʒystifikasjɔ̃	dʒustifikatsione	xustifikaθjon	ʒuʃtifikɐsɐ̃ʊ̃	juːstɪfɪkaːtɪoːnɛm
-	-	dʒustifikatore	xustifikaðoɾ	-	juːstɪfɪkaːtoːrɛm
ʒust	ʒyst	dʒusto	xusto	ʒuʃtʊ	juːstʊm
ʒunkə	-	dʒovɛnka	-	-	jʊwɛŋkam
ʒunk	-	dʒovɛnko	xuβɛnko	ʒuveɪŋkʊ	jʊwɛŋkʊm
-	-	dʒoventu	xuβentud	ʒuveɪŋtudɨ	jʊwɛntuːtɛm
-	-	dʒovare	-	-	jʊwaːrɛ
-	-	-	-	ʒɐnɛlɐ	jaːnʊam
-	-	-	kalɛndas	kɐleɪŋdɐʃ	kalɛndaːs
-	-	labjale	-	-	labɪaːlɛm
avalanʃə	-	valaŋɡa	aβalantʃa	ɐvɐlɐ̃ŋʃɨ	laːbiːnam
labɔaɾe	labœʁ	lavɔro	laβoɾ	lɐvoɹ	laboːrɛm
-	labuʁœʁ	lavoratore	laβɾaðoɾ	lɐvɹɐdoɹ	laboːraːtoːrɛm
-	laboʁatwaʁ	laboratɔrio	laβoɾatoɾjo	lɐbuɾɐtɔɾjʊ	laboːraːtoːrɪʊm
-	labuʁe	lavorare	laβoɾaɾ	lɐbuɾaɹ	laboːraːrɛ
-	lɛvʁ	labbro	laβɾo	labɹʊ	labrʊm
ləwɾuskə	-	lambruska	laβɾuska	lɐbɹuʃkɐ	laːbrʊskam
-	laseʁe	latʃerare	laθeɾaɾ	lɐsɨɾaɹ	lakɛraːrɛ
-	-	-	-	lɐsinjɐ	lakɪnɪam
lakrimə	laʁm	lakrima	laɣɾima	laɡɹimɐ	lakrɪmam
-	-	lakrimatsione	lakɾimaθjon	-	lakrɪmaːtɪoːnɛm
ləkrima	laʁmwaje	lakrimare	lakɾimaɾ	lɐkɹimaɹ	lakrɪmaːrɛ
ləkrimos	-	lakrimozo	lakɾimoso	lɐkɹimozʊ	lakrɪmoːsʊm
ləptar	lɛtje	lattaio	letʃeɾo	leɪteɪɾʊ	laktaːrɪʊm
-	lakte	lattɛo	lakteo	-	laktɛʊm
-	-	lattitʃino	laktiθinjo	lɐtisinjʊ	laktɪkiːnɪʊm
-	lakte	lattare	laktaɾ	-	laktaːrɛ
-	-	lakustre	lakustɾe	lɐkuʃtɹɨ	lakʊstrɛm
-	ljɛs	letitsia	letiθja	-	laɪtɪtɪam
-	-	liɛto	leðo	ledʊ	laɪtʊm
-	le	laiko	leɣo	leɪɡʊ	laːɪkʊm
-	-	lama	lama	lɐ̃mɐ	laːmam
-	-	lambire	lambeɾ	lɐ̃mbeɹ	lambɛrɛ
-	lamɑ̃te	lamentare	lamentaɾ	lɐmeɪŋtaɹ	laːmɛntaːrɛ
